x1,y1,x2,y2,ClassId,Path
172,59,247,136,38,output_folder5\merged_imageOA2K5W.png
277,79,314,116,4,output_folder5\merged_imageOA2K5W.png
6,93,40,123,26,output_folder5\merged_image03DQ8U.png
71,94,97,120,10,output_folder5\merged_image03DQ8U.png
128,95,154,121,10,output_folder5\merged_image03DQ8U.png
184,95,207,119,17,output_folder5\merged_image03DQ8U.png
5,89,33,116,35,output_folder5\merged_image63Y8V6.png
57,71,127,134,21,output_folder5\merged_image63Y8V6.png
150,84,179,121,13,output_folder5\merged_image63Y8V6.png
6,67,51,112,2,output_folder5\merged_imageO22EV9.png
68,67,112,111,38,output_folder5\merged_imageO22EV9.png
130,61,187,118,2,output_folder5\merged_imageO22EV9.png
205,70,244,110,9,output_folder5\merged_imageO22EV9.png
262,74,293,105,4,output_folder5\merged_imageO22EV9.png
6,79,65,136,9,output_folder5\merged_imageP9SVNY.png
90,92,124,126,4,output_folder5\merged_imageP9SVNY.png
148,98,171,119,26,output_folder5\merged_imageP9SVNY.png
196,89,232,127,1,output_folder5\merged_imageP9SVNY.png
6,86,48,130,15,output_folder5\merged_imageII95QC.png
72,81,136,135,13,output_folder5\merged_imageII95QC.png
162,78,233,138,19,output_folder5\merged_imageII95QC.png
258,82,310,133,8,output_folder5\merged_imageII95QC.png
5,128,27,151,38,output_folder5\merged_imageH1528C.png
48,108,106,171,17,output_folder5\merged_imageH1528C.png
130,103,203,175,26,output_folder5\merged_imageH1528C.png
6,96,24,115,3,output_folder5\merged_imageUSL843.png
50,74,112,138,10,output_folder5\merged_imageUSL843.png
140,74,208,137,30,output_folder5\merged_imageUSL843.png
237,66,318,144,9,output_folder5\merged_imageUSL843.png
6,85,24,109,33,output_folder5\merged_imageFB4S8C.png
48,87,68,108,5,output_folder5\merged_imageFB4S8C.png
92,78,131,117,18,output_folder5\merged_imageFB4S8C.png
6,101,28,120,26,output_folder5\merged_imageWEQUVJ.png
55,79,128,143,20,output_folder5\merged_imageWEQUVJ.png
159,75,232,148,4,output_folder5\merged_imageWEQUVJ.png
259,99,281,121,14,output_folder5\merged_imageWEQUVJ.png
306,99,333,124,11,output_folder5\merged_imageWEQUVJ.png
13,39,138,169,3,output_folder5\merged_imageCIWR2D.png
164,85,205,122,17,output_folder5\merged_imageCIWR2D.png
223,86,257,121,38,output_folder5\merged_imageCIWR2D.png
276,95,294,114,4,output_folder5\merged_imageCIWR2D.png
313,86,349,122,10,output_folder5\merged_imageCIWR2D.png
5,428,26,451,3,output_folder5\merged_imageEIEZ1O.png
50,427,71,450,38,output_folder5\merged_imageEIEZ1O.png
94,428,115,449,6,output_folder5\merged_imageEIEZ1O.png
138,427,164,451,13,output_folder5\merged_imageEIEZ1O.png
188,429,208,449,2,output_folder5\merged_imageEIEZ1O.png
6,424,52,468,8,output_folder5\merged_imageKT6YC4.png
83,429,119,463,29,output_folder5\merged_imageKT6YC4.png
150,434,174,457,21,output_folder5\merged_imageKT6YC4.png
205,434,227,457,3,output_folder5\merged_imageKT6YC4.png
257,433,284,460,35,output_folder5\merged_imageKT6YC4.png
6,83,30,107,12,output_folder5\merged_imageN8QMYZ.png
52,75,81,115,1,output_folder5\merged_imageN8QMYZ.png
104,59,174,131,15,output_folder5\merged_imageN8QMYZ.png
198,78,237,112,18,output_folder5\merged_imageN8QMYZ.png
259,83,281,108,35,output_folder5\merged_imageN8QMYZ.png
303,80,335,109,25,output_folder5\merged_imageN8QMYZ.png
5,99,30,124,8,output_folder5\merged_imageP4OQ1A.png
57,99,81,124,7,output_folder5\merged_imageP4OQ1A.png
107,99,132,124,1,output_folder5\merged_imageP4OQ1A.png
14,36,152,186,14,output_folder5\merged_image4U5O9N.png
191,103,207,119,38,output_folder5\merged_image4U5O9N.png
237,101,256,120,42,output_folder5\merged_image4U5O9N.png
287,89,334,134,4,output_folder5\merged_image4U5O9N.png
6,89,34,114,18,output_folder5\merged_imageJZN2B0.png
56,92,76,112,1,output_folder5\merged_imageJZN2B0.png
97,77,151,127,13,output_folder5\merged_imageJZN2B0.png
172,83,209,120,33,output_folder5\merged_imageJZN2B0.png
230,86,257,117,17,output_folder5\merged_imageJZN2B0.png
6,90,41,126,2,output_folder5\merged_image75MVMS.png
71,73,145,142,9,output_folder5\merged_image75MVMS.png
175,97,194,118,38,output_folder5\merged_image75MVMS.png
5,72,37,106,4,output_folder5\merged_image1V2GNZ.png
57,68,100,111,10,output_folder5\merged_image1V2GNZ.png
119,65,170,114,31,output_folder5\merged_image1V2GNZ.png
190,74,225,105,10,output_folder5\merged_image1V2GNZ.png
245,79,266,100,25,output_folder5\merged_image1V2GNZ.png
285,80,305,100,31,output_folder5\merged_image1V2GNZ.png
13,107,131,216,18,output_folder5\merged_imageEPMOV6.png
169,147,192,175,12,output_folder5\merged_imageEPMOV6.png
222,149,247,174,8,output_folder5\merged_imageEPMOV6.png
5,131,24,150,4,output_folder5\merged_imageOJRI7J.png
47,121,87,161,16,output_folder5\merged_imageOJRI7J.png
109,132,127,150,12,output_folder5\merged_imageOJRI7J.png
148,126,175,155,14,output_folder5\merged_imageOJRI7J.png
197,127,222,154,5,output_folder5\merged_imageOJRI7J.png
5,89,31,115,5,output_folder5\merged_imageV0M3QJ.png
47,88,77,116,10,output_folder5\merged_imageV0M3QJ.png
95,87,124,116,35,output_folder5\merged_imageV0M3QJ.png
5,79,49,119,18,output_folder5\merged_image5WSKA3.png
67,74,121,126,4,output_folder5\merged_image5WSKA3.png
142,49,225,150,1,output_folder5\merged_image5WSKA3.png
242,88,265,111,25,output_folder5\merged_image5WSKA3.png
283,89,305,111,10,output_folder5\merged_image5WSKA3.png
6,433,30,457,1,output_folder5\merged_imageKYJNVH.png
58,423,103,466,18,output_folder5\merged_imageKYJNVH.png
131,424,175,466,11,output_folder5\merged_imageKYJNVH.png
204,431,232,459,7,output_folder5\merged_imageKYJNVH.png
260,426,301,464,12,output_folder5\merged_imageKYJNVH.png
6,76,51,118,19,output_folder5\merged_imageF7U5SV.png
80,76,127,119,30,output_folder5\merged_imageF7U5SV.png
157,65,231,129,13,output_folder5\merged_imageF7U5SV.png
260,76,297,119,12,output_folder5\merged_imageF7U5SV.png
5,83,48,125,25,output_folder5\merged_image4STZNY.png
68,86,104,122,1,output_folder5\merged_image4STZNY.png
122,86,153,121,13,output_folder5\merged_image4STZNY.png
6,105,69,166,2,output_folder5\merged_imageO5NQ8J.png
88,121,117,149,5,output_folder5\merged_imageO5NQ8J.png
139,84,239,186,4,output_folder5\merged_imageO5NQ8J.png
6,93,26,113,8,output_folder5\merged_imageQW9I22.png
49,95,66,112,2,output_folder5\merged_imageQW9I22.png
89,76,153,132,11,output_folder5\merged_imageQW9I22.png
177,87,215,120,26,output_folder5\merged_imageQW9I22.png
237,89,263,117,40,output_folder5\merged_imageQW9I22.png
6,84,46,117,11,output_folder5\merged_imageEY9SW7.png
65,80,104,120,2,output_folder5\merged_imageEY9SW7.png
123,86,152,114,2,output_folder5\merged_imageEY9SW7.png
173,74,232,128,29,output_folder5\merged_imageEY9SW7.png
252,86,281,116,13,output_folder5\merged_imageEY9SW7.png
5,81,38,114,1,output_folder5\merged_imageL8WG1R.png
56,86,80,110,38,output_folder5\merged_imageL8WG1R.png
97,77,143,118,11,output_folder5\merged_imageL8WG1R.png
162,70,219,125,12,output_folder5\merged_imageL8WG1R.png
6,148,28,170,5,output_folder5\merged_imageBFY6YM.png
58,148,80,169,35,output_folder5\merged_imageBFY6YM.png
109,147,133,171,38,output_folder5\merged_imageBFY6YM.png
162,142,195,175,12,output_folder5\merged_imageBFY6YM.png
11,53,110,149,14,output_folder5\merged_imageE39DF2.png
135,81,181,121,13,output_folder5\merged_imageE39DF2.png
202,77,246,124,38,output_folder5\merged_imageE39DF2.png
267,91,286,110,10,output_folder5\merged_imageE39DF2.png
307,85,338,117,3,output_folder5\merged_imageE39DF2.png
5,83,35,119,15,output_folder5\merged_imageW0UAW1.png
56,71,114,129,3,output_folder5\merged_imageW0UAW1.png
135,92,150,109,6,output_folder5\merged_imageW0UAW1.png
169,83,206,118,25,output_folder5\merged_imageW0UAW1.png
6,93,28,114,36,output_folder5\merged_imageCZYATH.png
51,91,77,115,28,output_folder5\merged_imageCZYATH.png
99,77,151,130,1,output_folder5\merged_imageCZYATH.png
173,80,217,125,1,output_folder5\merged_imageCZYATH.png
240,82,292,125,21,output_folder5\merged_imageCZYATH.png
315,86,357,121,20,output_folder5\merged_imageCZYATH.png
5,89,31,112,28,output_folder5\merged_imageAZZ7ZR.png
53,87,82,116,4,output_folder5\merged_imageAZZ7ZR.png
103,85,132,117,15,output_folder5\merged_imageAZZ7ZR.png
152,90,172,111,17,output_folder5\merged_imageAZZ7ZR.png
192,87,219,116,17,output_folder5\merged_imageAZZ7ZR.png
240,83,275,118,37,output_folder5\merged_imageAZZ7ZR.png
5,410,57,458,13,output_folder5\merged_imageAQLIXS.png
77,402,143,467,1,output_folder5\merged_imageAQLIXS.png
165,421,192,448,12,output_folder5\merged_imageAQLIXS.png
210,417,244,452,17,output_folder5\merged_imageAQLIXS.png
5,65,54,117,3,output_folder5\merged_imageAFBLL1.png
75,71,105,111,15,output_folder5\merged_imageAFBLL1.png
135,22,275,159,12,output_folder5\merged_imageAFBLL1.png
305,79,331,103,25,output_folder5\merged_imageAFBLL1.png
351,77,379,105,10,output_folder5\merged_imageAFBLL1.png
5,100,22,116,2,output_folder5\merged_image9S61G6.png
45,90,85,127,25,output_folder5\merged_image9S61G6.png
108,92,134,126,13,output_folder5\merged_image9S61G6.png
6,75,42,111,4,output_folder5\merged_image8PLF2Z.png
62,77,94,109,12,output_folder5\merged_image8PLF2Z.png
115,83,138,105,5,output_folder5\merged_image8PLF2Z.png
159,79,187,108,5,output_folder5\merged_image8PLF2Z.png
208,85,224,101,9,output_folder5\merged_image8PLF2Z.png
6,77,40,111,4,output_folder5\merged_imageRW71A7.png
63,81,90,108,8,output_folder5\merged_imageRW71A7.png
113,81,141,107,29,output_folder5\merged_imageRW71A7.png
164,74,205,116,5,output_folder5\merged_imageRW71A7.png
234,45,341,144,24,output_folder5\merged_imageRW71A7.png
5,93,40,129,1,output_folder5\merged_imageOOMYTQ.png
71,101,90,120,12,output_folder5\merged_imageOOMYTQ.png
121,95,152,126,2,output_folder5\merged_imageOOMYTQ.png
184,83,241,140,9,output_folder5\merged_imageOOMYTQ.png
274,78,336,142,12,output_folder5\merged_imageOOMYTQ.png
369,96,401,125,33,output_folder5\merged_imageOOMYTQ.png
5,99,33,129,7,output_folder5\merged_imageXMQF0W.png
61,100,87,127,38,output_folder5\merged_imageXMQF0W.png
114,92,154,134,35,output_folder5\merged_imageXMQF0W.png
182,101,210,127,22,output_folder5\merged_imageXMQF0W.png
7,88,63,138,26,output_folder5\merged_image27XIQ5.png
95,77,173,149,11,output_folder5\merged_image27XIQ5.png
205,81,265,145,4,output_folder5\merged_image27XIQ5.png
294,91,338,135,1,output_folder5\merged_image27XIQ5.png
366,102,391,125,13,output_folder5\merged_image27XIQ5.png
419,104,435,122,6,output_folder5\merged_image27XIQ5.png
8,82,85,146,12,output_folder5\merged_imagePPUJ6M.png
116,90,170,137,13,output_folder5\merged_imagePPUJ6M.png
199,100,230,128,11,output_folder5\merged_imagePPUJ6M.png
5,128,33,157,39,output_folder5\merged_imageK4J7K9.png
59,120,114,166,31,output_folder5\merged_imageK4J7K9.png
139,124,177,162,35,output_folder5\merged_imageK4J7K9.png
202,114,261,171,13,output_folder5\merged_imageK4J7K9.png
286,125,326,161,31,output_folder5\merged_imageK4J7K9.png
351,128,379,156,12,output_folder5\merged_imageK4J7K9.png
6,79,66,139,12,output_folder5\merged_imageRO39E2.png
96,94,128,125,18,output_folder5\merged_imageRO39E2.png
156,91,195,127,25,output_folder5\merged_imageRO39E2.png
223,98,246,121,6,output_folder5\merged_imageRO39E2.png
274,96,299,121,8,output_folder5\merged_imageRO39E2.png
5,86,35,116,5,output_folder5\merged_image0BAIR7.png
54,86,83,115,39,output_folder5\merged_image0BAIR7.png
102,85,133,116,10,output_folder5\merged_image0BAIR7.png
6,91,29,115,7,output_folder5\merged_imageC6SW66.png
59,90,83,115,17,output_folder5\merged_imageC6SW66.png
113,86,142,118,9,output_folder5\merged_imageC6SW66.png
5,74,48,119,34,output_folder5\merged_image7P1H2I.png
73,31,214,160,11,output_folder5\merged_image7P1H2I.png
239,82,267,110,10,output_folder5\merged_image7P1H2I.png
5,91,34,121,4,output_folder5\merged_image1YFAKE.png
53,81,104,131,1,output_folder5\merged_image1YFAKE.png
124,88,158,124,28,output_folder5\merged_image1YFAKE.png
6,92,27,111,5,output_folder5\merged_imageBULQ7C.png
48,80,96,123,19,output_folder5\merged_imageBULQ7C.png
117,90,140,113,25,output_folder5\merged_imageBULQ7C.png
161,91,179,109,8,output_folder5\merged_imageBULQ7C.png
210,33,355,169,25,output_folder5\merged_imageBULQ7C.png
6,91,36,119,13,output_folder5\merged_imageXE2LYZ.png
56,83,99,126,3,output_folder5\merged_imageXE2LYZ.png
118,91,142,118,17,output_folder5\merged_imageXE2LYZ.png
162,90,189,119,2,output_folder5\merged_imageXE2LYZ.png
209,95,228,114,35,output_folder5\merged_imageXE2LYZ.png
247,93,269,116,39,output_folder5\merged_imageXE2LYZ.png
7,82,71,141,13,output_folder5\merged_imageJMFCU9.png
103,85,165,139,12,output_folder5\merged_imageJMFCU9.png
196,100,215,122,4,output_folder5\merged_imageJMFCU9.png
246,95,285,129,13,output_folder5\merged_imageJMFCU9.png
317,90,358,133,40,output_folder5\merged_imageJMFCU9.png
391,74,465,148,18,output_folder5\merged_imageJMFCU9.png
5,86,35,114,13,output_folder5\merged_imagePNH2CX.png
53,82,87,116,35,output_folder5\merged_imagePNH2CX.png
106,86,132,113,12,output_folder5\merged_imagePNH2CX.png
151,90,174,110,25,output_folder5\merged_imagePNH2CX.png
6,77,56,125,22,output_folder5\merged_imageHRTIB8.png
83,86,116,116,13,output_folder5\merged_imageHRTIB8.png
143,88,165,113,38,output_folder5\merged_imageHRTIB8.png
193,89,215,111,9,output_folder5\merged_imageHRTIB8.png
243,90,259,111,17,output_folder5\merged_imageHRTIB8.png
5,96,31,122,1,output_folder5\merged_imageHOVPJT.png
55,86,104,132,13,output_folder5\merged_imageHOVPJT.png
127,92,158,126,12,output_folder5\merged_imageHOVPJT.png
183,90,220,127,4,output_folder5\merged_imageHOVPJT.png
243,97,268,122,9,output_folder5\merged_imageHOVPJT.png
292,100,311,119,9,output_folder5\merged_imageHOVPJT.png
5,63,59,111,25,output_folder5\merged_imageTD24AN.png
77,77,97,96,34,output_folder5\merged_imageTD24AN.png
114,76,135,99,6,output_folder5\merged_imageTD24AN.png
152,74,177,99,8,output_folder5\merged_imageTD24AN.png
5,70,49,109,13,output_folder5\merged_image9XECVV.png
70,50,157,129,18,output_folder5\merged_image9XECVV.png
179,56,241,122,38,output_folder5\merged_image9XECVV.png
5,89,28,116,17,output_folder5\merged_imageZZ65NB.png
50,85,84,121,40,output_folder5\merged_imageZZ65NB.png
105,80,154,125,31,output_folder5\merged_imageZZ65NB.png
175,87,206,118,4,output_folder5\merged_imageZZ65NB.png
5,428,30,454,3,output_folder5\merged_imageQH4U7S.png
56,428,83,455,1,output_folder5\merged_imageQH4U7S.png
108,427,138,457,35,output_folder5\merged_imageQH4U7S.png
168,402,254,482,11,output_folder5\merged_imageQH4U7S.png
6,80,60,133,12,output_folder5\merged_imageXMTPCX.png
84,70,162,142,13,output_folder5\merged_imageXMTPCX.png
191,66,278,147,29,output_folder5\merged_imageXMTPCX.png
6,76,49,119,40,output_folder5\merged_imageP6UOS4.png
67,87,87,106,24,output_folder5\merged_imageP6UOS4.png
105,89,121,107,17,output_folder5\merged_imageP6UOS4.png
138,71,190,123,4,output_folder5\merged_imageP6UOS4.png
207,80,245,116,25,output_folder5\merged_imageP6UOS4.png
6,81,50,126,38,output_folder5\merged_imageOTBWAJ.png
77,94,97,112,22,output_folder5\merged_imageOTBWAJ.png
125,90,154,117,13,output_folder5\merged_imageOTBWAJ.png
180,94,199,113,35,output_folder5\merged_imageOTBWAJ.png
226,93,246,113,35,output_folder5\merged_imageOTBWAJ.png
274,76,327,130,4,output_folder5\merged_imageOTBWAJ.png
5,81,46,122,9,output_folder5\merged_imageGIMXNN.png
64,68,129,136,40,output_folder5\merged_imageGIMXNN.png
149,65,224,140,38,output_folder5\merged_imageGIMXNN.png
242,86,280,119,27,output_folder5\merged_imageGIMXNN.png
295,93,312,110,32,output_folder5\merged_imageGIMXNN.png
6,96,25,120,15,output_folder5\merged_image6ZEAR8.png
58,66,144,152,7,output_folder5\merged_image6ZEAR8.png
176,95,208,123,12,output_folder5\merged_image6ZEAR8.png
7,407,63,470,14,output_folder5\merged_imageBBSPJP.png
87,428,106,448,5,output_folder5\merged_imageBBSPJP.png
128,427,149,448,15,output_folder5\merged_imageBBSPJP.png
6,125,30,149,21,output_folder5\merged_image3EYOK6.png
47,119,82,154,2,output_folder5\merged_image3EYOK6.png
100,122,129,150,1,output_folder5\merged_image3EYOK6.png
147,113,194,161,1,output_folder5\merged_image3EYOK6.png
6,80,23,98,12,output_folder5\merged_imageYZFKRS.png
43,71,83,108,23,output_folder5\merged_imageYZFKRS.png
102,73,133,104,7,output_folder5\merged_imageYZFKRS.png
154,72,188,107,29,output_folder5\merged_imageYZFKRS.png
5,74,56,132,39,output_folder5\merged_image0TD3IE.png
79,85,116,122,10,output_folder5\merged_image0TD3IE.png
139,88,169,118,1,output_folder5\merged_image0TD3IE.png
5,91,23,111,15,output_folder5\merged_imagePTUFDB.png
44,92,60,109,38,output_folder5\merged_imagePTUFDB.png
81,72,134,129,38,output_folder5\merged_imagePTUFDB.png
5,99,30,124,9,output_folder5\merged_imageDW0B5C.png
57,87,103,137,35,output_folder5\merged_imageDW0B5C.png
129,96,158,127,2,output_folder5\merged_imageDW0B5C.png
184,103,203,122,38,output_folder5\merged_imageDW0B5C.png
229,96,258,128,17,output_folder5\merged_imageDW0B5C.png
5,422,27,440,13,output_folder5\merged_imageWVNUSV.png
42,408,88,454,15,output_folder5\merged_imageWVNUSV.png
103,415,139,448,23,output_folder5\merged_imageWVNUSV.png
154,411,193,451,10,output_folder5\merged_imageWVNUSV.png
213,390,303,472,25,output_folder5\merged_imageWVNUSV.png
322,414,352,447,39,output_folder5\merged_imageWVNUSV.png
5,101,26,121,5,output_folder5\merged_imageFVCCP2.png
61,61,160,162,4,output_folder5\merged_imageFVCCP2.png
195,102,212,120,13,output_folder5\merged_imageFVCCP2.png
248,73,333,149,18,output_folder5\merged_imageFVCCP2.png
369,99,392,123,9,output_folder5\merged_imageFVCCP2.png
422,95,454,126,10,output_folder5\merged_imageFVCCP2.png
5,90,36,120,7,output_folder5\merged_imagePAGT4L.png
62,55,174,154,25,output_folder5\merged_imagePAGT4L.png
201,77,261,132,13,output_folder5\merged_imagePAGT4L.png
6,429,30,451,8,output_folder5\merged_imageSUUXU2.png
55,423,76,457,17,output_folder5\merged_imageSUUXU2.png
103,406,173,475,12,output_folder5\merged_imageSUUXU2.png
200,419,245,462,10,output_folder5\merged_imageSUUXU2.png
5,76,39,117,38,output_folder5\merged_imageTXVB4X.png
62,85,81,105,10,output_folder5\merged_imageTXVB4X.png
105,87,126,105,18,output_folder5\merged_imageTXVB4X.png
5,87,33,115,12,output_folder5\merged_imageMURWU6.png
53,89,77,112,2,output_folder5\merged_imageMURWU6.png
101,57,188,144,16,output_folder5\merged_imageMURWU6.png
212,77,258,124,4,output_folder5\merged_imageMURWU6.png
277,89,301,113,39,output_folder5\merged_imageMURWU6.png
321,78,361,123,24,output_folder5\merged_imageMURWU6.png
5,128,37,160,5,output_folder5\merged_imageDU8RJ6.png
60,121,115,168,11,output_folder5\merged_imageDU8RJ6.png
137,133,159,154,31,output_folder5\merged_imageDU8RJ6.png
8,117,75,185,14,output_folder5\merged_image4PNJXR.png
107,133,148,170,18,output_folder5\merged_image4PNJXR.png
181,107,268,196,9,output_folder5\merged_image4PNJXR.png
302,142,321,161,3,output_folder5\merged_image4PNJXR.png
5,83,37,112,33,output_folder5\merged_imageZ7CUTM.png
54,85,79,110,7,output_folder5\merged_imageZ7CUTM.png
96,79,135,118,38,output_folder5\merged_imageZ7CUTM.png
5,90,28,114,12,output_folder5\merged_image63F1VW.png
44,91,65,112,35,output_folder5\merged_image63F1VW.png
82,93,99,110,12,output_folder5\merged_image63F1VW.png
116,90,138,113,35,output_folder5\merged_image63F1VW.png
155,88,181,116,7,output_folder5\merged_image63F1VW.png
7,66,69,129,2,output_folder5\merged_image8RZI9H.png
95,82,124,114,17,output_folder5\merged_image8RZI9H.png
149,87,169,107,38,output_folder5\merged_image8RZI9H.png
194,76,236,118,12,output_folder5\merged_image8RZI9H.png
6,82,47,118,13,output_folder5\merged_image18TSSE.png
67,85,97,115,12,output_folder5\merged_image18TSSE.png
117,79,156,120,40,output_folder5\merged_image18TSSE.png
176,86,204,114,4,output_folder5\merged_image18TSSE.png
224,86,255,114,28,output_folder5\merged_image18TSSE.png
5,86,36,116,2,output_folder5\merged_imageUTA20H.png
53,87,81,115,2,output_folder5\merged_imageUTA20H.png
97,86,127,115,38,output_folder5\merged_imageUTA20H.png
144,81,182,122,7,output_folder5\merged_imageUTA20H.png
5,70,58,123,33,output_folder5\merged_imageTM18JB.png
74,83,101,110,1,output_folder5\merged_imageTM18JB.png
118,83,144,110,6,output_folder5\merged_imageTM18JB.png
159,82,186,109,8,output_folder5\merged_imageTM18JB.png
6,137,32,163,37,output_folder5\merged_imageM5D53Q.png
60,137,90,165,23,output_folder5\merged_imageM5D53Q.png
119,136,148,165,10,output_folder5\merged_imageM5D53Q.png
177,138,201,162,22,output_folder5\merged_imageM5D53Q.png
230,140,251,161,12,output_folder5\merged_imageM5D53Q.png
279,126,324,174,38,output_folder5\merged_imageM5D53Q.png
6,144,25,163,11,output_folder5\merged_imageSJOD9Q.png
49,139,82,169,18,output_folder5\merged_imageSJOD9Q.png
106,139,138,169,22,output_folder5\merged_imageSJOD9Q.png
6,136,43,175,4,output_folder5\merged_imageMMP9SI.png
68,131,124,180,25,output_folder5\merged_imageMMP9SI.png
149,145,169,165,0,output_folder5\merged_imageMMP9SI.png
194,129,247,182,5,output_folder5\merged_imageMMP9SI.png
5,83,29,107,12,output_folder5\merged_imageANPBUX.png
51,80,80,109,12,output_folder5\merged_imageANPBUX.png
101,82,126,108,22,output_folder5\merged_imageANPBUX.png
147,80,182,111,11,output_folder5\merged_imageANPBUX.png
5,433,25,449,10,output_folder5\merged_imageIK7ODN.png
49,426,77,455,4,output_folder5\merged_imageIK7ODN.png
102,426,130,456,13,output_folder5\merged_imageIK7ODN.png
6,86,41,124,4,output_folder5\merged_imageCG234W.png
65,81,114,130,14,output_folder5\merged_imageCG234W.png
139,82,188,129,11,output_folder5\merged_imageCG234W.png
213,86,253,125,9,output_folder5\merged_imageCG234W.png
277,95,293,116,17,output_folder5\merged_imageCG234W.png
320,75,388,136,22,output_folder5\merged_imageCG234W.png
6,90,49,132,33,output_folder5\merged_imageTAPFNJ.png
80,90,119,133,17,output_folder5\merged_imageTAPFNJ.png
149,98,176,123,28,output_folder5\merged_imageTAPFNJ.png
207,87,254,135,7,output_folder5\merged_imageTAPFNJ.png
5,80,44,120,5,output_folder5\merged_image8TJUJP.png
72,89,99,113,13,output_folder5\merged_image8TJUJP.png
127,91,145,110,14,output_folder5\merged_image8TJUJP.png
172,88,196,112,2,output_folder5\merged_image8TJUJP.png
230,46,347,155,23,output_folder5\merged_image8TJUJP.png
6,78,26,99,2,output_folder5\merged_imageZE3X5I.png
42,78,61,98,8,output_folder5\merged_imageZE3X5I.png
78,52,149,125,8,output_folder5\merged_imageZE3X5I.png
167,68,212,109,18,output_folder5\merged_imageZE3X5I.png
6,422,53,462,13,output_folder5\merged_imageGHXPNQ.png
79,429,102,454,17,output_folder5\merged_imageGHXPNQ.png
129,420,173,464,35,output_folder5\merged_imageGHXPNQ.png
200,432,219,451,40,output_folder5\merged_imageGHXPNQ.png
247,414,311,471,18,output_folder5\merged_imageGHXPNQ.png
5,130,32,158,38,output_folder5\merged_imageQ8IOIS.png
55,130,83,158,12,output_folder5\merged_imageQ8IOIS.png
107,119,162,170,1,output_folder5\merged_imageQ8IOIS.png
187,110,252,179,38,output_folder5\merged_imageQ8IOIS.png
277,125,319,164,10,output_folder5\merged_imageQ8IOIS.png
344,111,410,178,12,output_folder5\merged_imageQ8IOIS.png
6,78,53,123,38,output_folder5\merged_imageFQGUGF.png
73,88,99,115,35,output_folder5\merged_imageFQGUGF.png
120,78,166,125,40,output_folder5\merged_imageFQGUGF.png
190,62,270,139,28,output_folder5\merged_imageFQGUGF.png
295,71,357,131,25,output_folder5\merged_imageFQGUGF.png
379,90,399,111,5,output_folder5\merged_imageFQGUGF.png
8,67,78,143,38,output_folder5\merged_image4Y82UL.png
105,80,155,130,10,output_folder5\merged_image4Y82UL.png
179,93,204,118,12,output_folder5\merged_image4Y82UL.png
229,91,258,120,39,output_folder5\merged_image4Y82UL.png
288,62,384,148,25,output_folder5\merged_image4Y82UL.png
7,71,74,132,18,output_folder5\merged_imageKEBR1K.png
97,91,117,111,7,output_folder5\merged_imageKEBR1K.png
138,85,171,118,2,output_folder5\merged_imageKEBR1K.png
193,82,237,121,11,output_folder5\merged_imageKEBR1K.png
259,88,288,117,42,output_folder5\merged_imageKEBR1K.png
7,80,71,141,11,output_folder5\merged_image7TSTIN.png
101,73,181,147,13,output_folder5\merged_image7TSTIN.png
209,98,236,123,18,output_folder5\merged_image7TSTIN.png
262,85,311,137,3,output_folder5\merged_image7TSTIN.png
337,85,387,135,4,output_folder5\merged_image7TSTIN.png
5,63,58,119,42,output_folder5\merged_imageAUWOD6.png
79,50,160,131,5,output_folder5\merged_imageAUWOD6.png
180,81,197,100,13,output_folder5\merged_imageAUWOD6.png
215,77,240,103,35,output_folder5\merged_imageAUWOD6.png
259,60,327,121,30,output_folder5\merged_imageAUWOD6.png
5,93,24,115,10,output_folder5\merged_imageVI94LR.png
55,93,75,115,36,output_folder5\merged_imageVI94LR.png
106,87,138,121,2,output_folder5\merged_imageVI94LR.png
169,94,187,114,34,output_folder5\merged_imageVI94LR.png
6,74,54,122,1,output_folder5\merged_image2KZBU4.png
83,86,110,111,4,output_folder5\merged_image2KZBU4.png
139,79,180,119,8,output_folder5\merged_image2KZBU4.png
209,89,229,109,40,output_folder5\merged_image2KZBU4.png
259,62,333,136,16,output_folder5\merged_image2KZBU4.png
365,88,387,110,9,output_folder5\merged_image2KZBU4.png
6,89,34,118,35,output_folder5\merged_image65NSOB.png
53,93,79,115,25,output_folder5\merged_image65NSOB.png
98,95,115,112,10,output_folder5\merged_image65NSOB.png
139,62,226,145,38,output_folder5\merged_image65NSOB.png
249,81,295,126,1,output_folder5\merged_image65NSOB.png
7,75,72,130,21,output_folder5\merged_image5MR2QW.png
91,90,118,116,25,output_folder5\merged_image5MR2QW.png
135,80,182,124,25,output_folder5\merged_image5MR2QW.png
201,86,233,119,2,output_folder5\merged_image5MR2QW.png
250,86,285,118,25,output_folder5\merged_image5MR2QW.png
5,82,43,116,27,output_folder5\merged_imageAUP882.png
66,79,110,118,18,output_folder5\merged_imageAUP882.png
133,80,172,119,2,output_folder5\merged_imageAUP882.png
194,86,217,111,38,output_folder5\merged_imageAUP882.png
240,82,274,115,9,output_folder5\merged_imageAUP882.png
296,89,317,109,13,output_folder5\merged_imageAUP882.png
5,71,37,105,42,output_folder5\merged_imageEMP1Y6.png
53,66,102,111,27,output_folder5\merged_imageEMP1Y6.png
121,60,187,118,13,output_folder5\merged_imageEMP1Y6.png
206,79,223,97,38,output_folder5\merged_imageEMP1Y6.png
